movieId,director,actors
3238,Stephan Elliott,Ewan McGregor;Ashley Judd;Patrick Bergin;K.D. Lang;Geneviève Bujold
3240,Kevin Allen,Craig Ferguson;David Rasche;Mary McCormack;Donal Logue;Nina Siemaszko
3243,Les Mayfield,Brendan Fraser;Pauly Shore;Sean Astin;Megan Ward;Robin Tunney
3244,Herbert Ross,Richard Dreyfuss;Marsha Mason;Quinn Cummings;Paul Benedict;Barbara Rhoades
3246,Spike Lee,Denzel Washington;Angela Bassett;Albert Hall;Al Freeman Jr.;Delroy Lindo
3247,Emile Ardolino,Whoopi Goldberg;Maggie Smith;Kathy Najimy;Wendy Makkena;Mary Wickes
3248,Bill Duke,Whoopi Goldberg;Kathy Najimy;Lauryn Hill;Sheryl Lee Ralph;Maggie Smith
3249,Curtis Hanson,Annabella Sciorra;Rebecca De Mornay;Matt McCoy;Ernie Hudson;Madeline Zima
3250,Frank Marshall,Josh Hamilton;Bruce Ramsay;Ethan Hawke;Vincent Spano;John Newton
3251,Norman Jewison,Jane Fonda;Meg Tilly;Anne Bancroft;Anne Pitoniak;Winston Rekert
3252,Martin Brest,Al Pacino;Chris O'Donnell;James Rebhorn;Gabrielle Anwar;Philip Seymour Hoffman
3253,Penelope Spheeris,Mike Myers;Dana Carvey;Rob Lowe;Tia Carrere;Lara Flynn Boyle
3254,Stephen Surjik,Mike Myers;Dana Carvey;Christopher Walken;Tia Carrere;Chris Farley
3255,Penny Marshall,Tom Hanks;Geena Davis;Lori Petty;Madonna;Rosie O'Donnell
3256,Phillip Noyce,Harrison Ford;Anne Archer;Thora Birch;Sean Bean;Patrick Bergin
3257,Mick Jackson,Kevin Costner;Whitney Houston;Gary Kemp;Bill Cobbs;Ralph Waite
3258,Robert Zemeckis,Goldie Hawn;Bruce Willis;Meryl Streep;Isabella Rossellini;Ian Ogilvy
3259,Ron Howard,Tom Cruise;Nicole Kidman;Thomas Gibson;Robert Prosky;Barbara Babcock
3260,James Ivory,Emma Thompson;Helena Bonham Carter;Anthony Hopkins;Samuel West;Vanessa Redgrave
3261,Cameron Crowe,Bridget Fonda;Campbell Scott;Kyra Sedgwick;Matt Dillon;Sheila Kelley
3262,David Lynch,Sheryl Lee;Ray Wise;Mädchen Amick;Dana Ashbrook;Phoebe Augustine
3263,Ron Shelton,Woody Harrelson;Wesley Snipes;Rosie Perez;Tyra Ferrell;Cylk Cozart
3264,Fran Rubel Kuzui,Kristy Swanson;Donald Sutherland;Paul Reubens;Rutger Hauer;Luke Perry
3265,John Woo,Chow Yun-Fat;Tony Leung;Anthony Wong;Teresa Mo;Philip Chan
3266,Rémy Belvaux,Benoît Poelvoorde;Rémy Belvaux;André Bonzel;Jacqueline Poelvoorde-Pappaert;Valérie Parent
3267,Robert Rodriguez,Carlos Gallardo;Consuelo Gómez;Jaime de Hoyos;Peter Marquardt;Reinol Martinez
3268,Roger Spottiswoode,Sylvester Stallone;Estelle Getty;JoBeth Williams;Roger Rees;Martin Ferrero
3269,Steve Miner,Mel Gibson;Jamie Lee Curtis;Elijah Wood;Isabel Glasser;George Wendt
3270,Paul Michael Glaser,D. B. Sweeney;Moira Kelly;Roy Dotrice;Terry O'Quinn;Dwier Brown
3271,Gary Sinise,John Malkovich;Gary Sinise;Ray Walston;Casey Siemaszko;Sherilyn Fenn
3272,Abel Ferrara,Harvey Keitel;Brian McElroy;Frankie Acciarito;Peggy Gormley;Stella Keitel
3273,Wes Craven,David Arquette;Neve Campbell;Courteney Cox;Patrick Dempsey;Scott Foley
3274,Barbet Schroeder,Bridget Fonda;Jennifer Jason Leigh;Steven Weber;Peter Friedman;Stephen Tobolowsky
3275,Troy Duffy,Willem Dafoe;Sean Patrick Flanery;Norman Reedus;David Della Rocco;Billy Connolly
3276,Eric Blakeney,Sandra Bullock;Liam Neeson;Oliver Platt;José Zúñiga;Michael DeLorenzo
3280,Mario Bava,Giacomo Rossi Stuart;Erika Blanc;Fabienne Dali;Piero Lulli;Luciano Catenacci
3281,Susan Muska,Kate Bornstein
3283,John Cassavetes,Gena Rowlands;Seymour Cassel;Val Avery;Timothy Carey;Katherine Cassavetes
3284,Anthony Harvey,George C. Scott;Joanne Woodward;Jack Gilford;Lester Rawlins;Al Lewis
3285,,Jimmy Page;Chris Robinson;Rich Robinson;Audley Freed;Eddie Harsch
3286,Chris Koch,Mark Webber;Schuyler Fisk;Zena Grey;Chris Elliott;Chevy Chase
3287,Jun Falkenstein,Jim Cummings;Nikita Hopkins;Ken Sansom;John Fiedler;Peter Cullen
3289,Zhang Yimou,Wei Minzhi;Zhang Huike;Tian Zhenda;Gao Enman;Sun Zhimei
3294,Tobe Hooper,Neville Brand;Mel Ferrer;Carolyn Jones;Marilyn Burns;William Finley
3295,Ken Loach,Bruce Jones;Julie Brown;Gemma Phoenix;Ricky Tomlinson;Tom Hickey
3296,James Clavell,Sidney Poitier;Christian Roberts;Judy Geeson;Suzy Kendall;Lulu
3298,Ben Younger,Giovanni Ribisi;Vin Diesel;Nia Long;Nicky Katt;Scott Caan
3299,Diane Keaton,Meg Ryan;Diane Keaton;Lisa Kudrow;Walter Matthau;Adam Arkin
3300,David Twohy,Vin Diesel;Radha Mitchell;Cole Hauser;Lewis Fitz-Gerald;Claudia Black
3301,Jonathan Lynn,Matthew Perry;Bruce Willis;Natasha Henstridge;Amanda Peet;Michael Clarke Duncan
3302,Jasmin Dizdar,Charlotte Coleman;Charles Kay;Rosalind Ayres;Julian Firth;Edward Jewesbury
3303,Steven Okazaki,
3306,Alfred Lind,Bernhard Goetzke;Ellen Kürti;Werner Pittschau;Sig Arno;Helene von Bolváry
3307,Charlie Chaplin,Charlie Chaplin;Virginia Cherrill;Florence Lee;Harry Myers;Al Ernest Garcia
3308,Garry Marshall,Matt Dillon;Héctor Elizondo;Molly McCarthy;Martha Gehman;Richard Crenna
3310,Charlie Chaplin,Charlie Chaplin;Jackie Coogan;Carl Miller;Edna Purviance;Albert Austin
3313,Michael Miller,Gerrit Graham;Fred McCarren;Miriam Flynn;Stephen Furst;Shelley Smith
3315,H. Bruce Humberstone,David Niven;Vera-Ellen;Cesar Romero;Gordon Jackson;Bobby Howes
3316,John Frankenheimer,Ben Affleck;Charlize Theron;Gary Sinise;Dennis Farina;Clarence Williams III
3317,Curtis Hanson,Michael Douglas;Tobey Maguire;Frances McDormand;Robert Downey Jr.;Katie Holmes
3323,Patrick von Krusenstjerna,Steve Zahn;Salma Hayek Pinault;Elijah Wood;Jeff Goldblum;David Cross
3324,Nick Gomez,Danny DeVito;Bette Midler;Neve Campbell;Jamie Lee Curtis;Casey Affleck
3325,John Schlesinger,Madonna;Rupert Everett;Benjamin Bratt;Malcolm Stumpf;Josef Sommer
3326,Mike Nichols,Garry Shandling;Annette Bening;John Goodman;Greg Kinnear;Ben Kingsley
3327,Barry W. Blaustein,Mick Foley;Terry Funk;Vince McMahon;Aurelian Smith Jr.;Jesse Ventura
3328,Jim Jarmusch,Forest Whitaker;John Tormey;Cliff Gorman;Frank Minucci;Richard Portnow
3329,John Duigan,Noah Taylor;Loene Carmen;Ben Mendelsohn;Graeme Blundell;Lynette Curran
3330,Elia Kazan,Natalie Wood;Pat Hingle;Audrey Christie;Barbara Loden;Zohra Lampert
3331,George Bowers,Caren Kaye;Matt Lattanzi;Kevin McCarthy;Bruce Bauer;Clark Brandon
3334,John Huston,Humphrey Bogart;Edward G. Robinson;Lauren Bacall;Thomas Gomez;Lionel Barrymore
3338,Al Reinert,Jim Lovell;Russell Schweickart;Eugene Cernan;Michael Collins;Charles Conrad
3341,George Cukor,Judy Holliday;Broderick Crawford;William Holden;Howard St. John;Frank Otto
3342,Alan Parker,Matthew Modine;Nicolas Cage;John Harkins;Sandy Baron;Karen Young
3344,Herschell Gordon Lewis,William Kerwin;Mal Arnold;Connie Mason;Lyn Bolton;Scott H. Hall
3345,Winston Hibler,Ron Brown;Bryan Russell;Linda Wallace;Jim Wilson;Clifford Peterson
3347,Carroll Ballard,Charles Martin Smith;Zachary Ittimangnaq;Samson Jorah;Hugh Webster;Brian Dennehy
3350,Daniel Petrie,Sidney Poitier;Claudia McNeil;Ruby Dee;Diana Sands;Ivan Dixon
3353,Aileen Ritchie,Ian Hart;Sean McGinley;Niamh Cusack;Ruth McCabe;Ewan Stewart
3354,Brian De Palma,Gary Sinise;Tim Robbins;Don Cheadle;Connie Nielsen;Jerry O'Connell
3355,Roman Polanski,Johnny Depp;Frank Langella;Lena Olin;Emmanuelle Seigner;Barbara Jefford
3357,Régis Wargnier,Catherine Deneuve;Sandrine Bonnaire;Oleg Menshikov;Sergei Bodrov Jr.;Tatyana Dogileva
3358,Albert Brooks,Albert Brooks;Meryl Streep;Rip Torn;Lee Grant;Michael Durrell
3359,Peter Yates,Dennis Christopher;Dennis Quaid;Daniel Stern;Jackie Earle Haley;Barbara Barrie
3361,Ron Shelton,Kevin Costner;Susan Sarandon;Tim Robbins;Trey Wilson;Robert Wuhl
3362,Sidney Lumet,Al Pacino;John Cazale;Charles Durning;Chris Sarandon;James Broderick
3363,George Lucas,Richard Dreyfuss;Ron Howard;Paul Le Mat;Charles Martin Smith;Cindy Williams
3364,John Huston,Sterling Hayden;Louis Calhern;Sam Jaffe;Jean Hagen;James Whitmore
3365,John Ford,John Wayne;Jeffrey Hunter;Vera Miles;Ward Bond;Natalie Wood
3368,,Jean Simmons;Gregory Peck;Burl Ives;Charlton Heston;William Wyler
3370,Costa-Gavras,Debra Winger;Tom Berenger;John Heard;Betsy Blair;John Mahoney
3372,John Guillermin,George Segal;Robert Vaughn;Ben Gazzara;Bradford Dillman;E.G. Marshall
3374,Julie Dash,Cora Lee Day;Alva Rogers;Barbara O. Jones;Trula Hoosier;Umar Abdurrahamn
3378,Volker Schlöndorff,John Malkovich;Armin Mueller-Stahl;Gottfried John;Marianne Sägebrecht;Volker Spengler
3379,Stanley Kramer,Gregory Peck;Ava Gardner;Fred Astaire;Anthony Perkins;Donna Anderson
3384,Joseph Sargent,Walter Matthau;Robert Shaw;Martin Balsam;Héctor Elizondo;Earl Hindman
3385,Nicholas Meyer,Tom Hanks;John Candy;Rita Wilson;Tim Thomerson;Gedde Watanabe
3386,Oliver Stone,Kevin Costner;Tommy Lee Jones;Gary Oldman;Kevin Bacon;Michael Rooker
3387,Paul Flaherty,John Candy;Jeffrey Jones;Annie Potts;Tim Thomerson;Barry Corbin
3388,William Dear,John Lithgow;Melinda Dillon;Margaret Langrick;Joshua Rudoy;Kevin Peter Hall
3389,Stuart Rosenberg,Michael Schoeffling;Thomas F. Wilson;Glenn Frey;Rick Rossovich;Ben Johnson
3390,Jim Goddard,Sean Penn;Madonna;Paul Freeman;Richard Griffiths;Clyde Kusatsu
3391,James Foley,Madonna;Griffin Dunne;Bibi Besch;John McMartin;John Mills
3392,Susan Seidelman,Meryl Streep;Roseanne Barr;Ed Begley Jr.;Linda Hunt;Sylvia Miles
3393,Tom McLoughlin,Michael E. Knight;Phoebe Cates;Emmanuelle Béart;David Dukes;Vinny Argiro
3394,Blake Edwards,Kim Basinger;Bruce Willis;John Larroquette;William Daniels;George Coe
3395,Robert Benton,Jeff Bridges;Kim Basinger;Rip Torn;Gwen Verdon;Glenne Headly
3396,James Frawley,Jim Henson;Frank Oz;Jerry Nelson;Richard Hunt;Dave Goelz
3397,Jim Henson,Jim Henson;Frank Oz;Dave Goelz;Jerry Nelson;Richard Hunt
3398,Frank Oz,Jim Henson;Frank Oz;Dave Goelz;Steve Whitmire;Richard Hunt
3400,Dick Zondag,John Goodman;Blaze Berdahl;Rhea Perlman;Jay Leno;René Le Vant
3401,Bill L. Norton,William Katt;Sean Young;Patrick McGoohan;Julian Fellowes;Edward Hardwicke
3402,John Irvin,Glenda Jackson;Ben Kingsley;Richard Johnson;Michael Gambon;Rosemary Leach
3403,Jerry Jameson,Jason Robards;Richard Jordan;David Selby;Anne Archer;Alec Guinness
3404,Jean Negulesco,Clifton Webb;Barbara Stanwyck;Robert Wagner;Audrey Dalton;Thelma Ritter
3405,Roy Ward Baker,Kenneth More;Ronald Allen;Robert Ayres;Honor Blackman;Anthony Bushell
3406,Raoul Walsh,Gregory Peck;Virginia Mayo;Robert Beatty;Moultrie Kelsall;Terence Morgan
3408,Steven Soderbergh,Julia Roberts;Albert Finney;Aaron Eckhart;Marg Helgenberger;Cherry Jones
3409,James Wong,Devon Sawa;Ali Larter;Kerr Smith;Kristen Cloke;Seann William Scott
3410,Christina Andreef,Jeanie Drynan;Linal Haft;Russell Dykstra;Geneviève Lemon;Sacha Horler
3412,Jean-Jacques Annaud,Tchéky Karyo;Jack Wallace;André Lacombe;Bart the Bear;Youk the Bear
3414,Henry King,Jennifer Jones;William Holden;Torin Thatcher;Isobel Elsom;Murray Matheson
3415,Andrei Tarkovsky,Margarita Terekhova;Ignat Daniltsev;Larisa Tarkovskaya;Alla Demidova;Anatoliy Solonitsyn
3417,Robert Siodmak,Burt Lancaster;Nick Cravat;Eva Bartok;Torin Thatcher;James Hayter
3418,Ridley Scott,Susan Sarandon;Geena Davis;Harvey Keitel;Michael Madsen;Christopher McDonald
3420,Norman Jewison,Al Pacino;Jack Warden;John Forsythe;Lee Strasberg;Jeffrey Tambor
3421,John Landis,John Belushi;Karen Allen;Tom Hulce;Stephen Furst;Mark Metcalf
3422,Spike Lee,Tracy Camilla Johns;Tommy Redmond Hicks;John Canada Terrell;Spike Lee;Raye Dowell
3423,Spike Lee,Laurence Fishburne;Giancarlo Esposito;Tisha Campbell;Ossie Davis;Joe Seneca
3424,Spike Lee,Danny Aiello;Spike Lee;Ossie Davis;Richard Edson;John Turturro
3425,Spike Lee,Denzel Washington;Spike Lee;Wesley Snipes;Giancarlo Esposito;John Turturro
3426,Spike Lee,Wesley Snipes;Annabella Sciorra;Spike Lee;Ossie Davis;Ruby Dee
3428,Franco Zeffirelli,Jon Voight;Faye Dunaway;Rick Schroder;Jack Warden;Arthur Hill
3429,Nick Park,Julie Sedgewick
3430,Michael Winner,Charles Bronson;Hope Lange;Vincent Gardenia;Steven Keats;William Redfield
3431,Michael Winner,Charles Bronson;Jill Ireland;Vincent Gardenia;J.D. Cannon;Anthony Franciosa
3432,Michael Winner,Charles Bronson;Deborah Raffin;Ed Lauter;Martin Balsam;Gavan O'Herlihy
3433,J. Lee Thompson,Charles Bronson;Kay Lenz;John P. Ryan;Perry Lopez;George Dickerson
3434,Allan A. Goldstein,Charles Bronson;Lesley-Anne Down;Michael Parks;Chuck Shamata;Robert Joy
3435,Billy Wilder,Fred MacMurray;Barbara Stanwyck;Edward G. Robinson;Porter Hall;Jean Heather
3436,Joel Schumacher,Julia Roberts;Campbell Scott;Vincent D'Onofrio;Colleen Dewhurst;David Selby
3438,Steve Barron,Brian Tochi;Josh Pais;Corey Feldman;Robbie Rist;Judith Hoag
3439,Michael Pressman,Brian Tochi;Laurie Faso;Robbie Rist;Adam Carl;Paige Turco
3440,Stuart Gillard,Brian Tochi;Tim Kelleher;Corey Feldman;Robbie Rist;Paige Turco
3441,John Milius,Patrick Swayze;Charlie Sheen;C. Thomas Howell;Lea Thompson;Darren Dalton
3442,Paul Michael Glaser,Stephen Lang;Michael Carmine;Lauren Holly;John Cameron Mitchell;Danny Quinn
3444,Newt Arnold,Jean-Claude Van Damme;Bolo Yeung Sze;Donald Gibb;Leah Ayres;Norman Burton
3445,Irvin Kershner,Faye Dunaway;Tommy Lee Jones;Brad Dourif;René Auberjonois;Raúl Juliá
3446,Peter Chelsom,Oliver Platt;Jerry Lewis;Lee Evans;Leslie Caron;Richard Griffiths
3447,Sidney Franklin,Paul Muni;Luise Rainer;Walter Connolly;Tilly Losch;Charley Grapewin
3448,Barry Levinson,Robin Williams;Forest Whitaker;Tom T. Tran;Chintara Sukapatana;Bruno Kirby
3449,Leonard Nimoy,Diane Keaton;Liam Neeson;Jason Robards;Ralph Bellamy;Teresa Wright
3450,Donald Petrie,Jack Lemmon;Walter Matthau;Ann-Margret;Burgess Meredith;Daryl Hannah
3451,Stanley Kramer,Spencer Tracy;Sidney Poitier;Katharine Hepburn;Katharine Houghton;Cecil Kellaway
3452,Andrzej Bartkowiak,Jet Li;Aaliyah;Isaiah Washington;Russell Wong;DMX
3453,Mark Piznarski,Leelee Sobieski;Chris Klein;Josh Hartnett;Michael Rooker;Annie Corley
3454,David Raynr,Jodi Lyn O'Keefe;Shane West;Marla Sokoloff;James Franco;Aaron Paul
3455,Mark Hanlon,Emmanuelle Seigner;Susan Tyrrell;Aidan Gillen;Mark Boone Junior;Darryl Henriques
3456,Majid Majidi,Hossein Mahjoub;Mohsen Ramezani;Salameh Feyzi;Farahnaz Safari;Elham Sharifi
3459,Ken Russell,Gabriel Byrne;Julian Sands;Natasha Richardson;Myriam Cyr;Timothy Spall
3461,Peter Brook,James Aubrey;Tom Chapin;Hugh Edwards;Roger Elwin;Tom Gaman
3462,Charlie Chaplin,Charlie Chaplin;Paulette Goddard;Henry Bergman;Tiny Sandford;Chester Conklin
3466,Ron Underwood,Robert Downey Jr.;Charles Grodin;Alfre Woodard;Kyra Sedgwick;Tom Sizemore
3467,Martin Ritt,Paul Newman;Melvyn Douglas;Patricia Neal;Brandon De Wilde;Whit Bissell
3468,Robert Rossen,Paul Newman;Jackie Gleason;Piper Laurie;George C. Scott;Myron McCormick
3469,Stanley Kramer,Spencer Tracy;Fredric March;Gene Kelly;Dick York;Donna Anderson
3470,Akira Kurosawa,Yuriy Solomin;Maksim Munzuk;Mikhail Bychkov;B. Khorulev;Vladimir Kremena
3471,Steven Spielberg,Richard Dreyfuss;François Truffaut;Teri Garr;Melinda Dillon;Bob Balaban
3473,Alain Tanner,Myriam Boyer;Jean-Luc Bideau;Miou-Miou;Rufus;Jacques Denis
3474,Louis Morneau,Jim Belushi;Kylie Travis;Shannon Whirry;Frank Whaley;Jesse Borrego
3475,George Stevens,Montgomery Clift;Elizabeth Taylor;Shelley Winters;Anne Revere;Keefe Brasselle
3476,Adrian Lyne,Tim Robbins;Elizabeth Peña;Danny Aiello;Matt Craven;Pruitt Taylor Vince
3477,Allan Moyle,Liv Tyler;Johnny Whitworth;Renée Zellweger;Robin Tunney;Anthony LaPaglia
3478,Luis Valdez,Lou Diamond Phillips;Danielle von Zerneck;Elizabeth Peña;Rosanna DeSoto;Esai Morales
3479,Richard Donner,Matthew Broderick;Rutger Hauer;Michelle Pfeiffer;Alfred Molina;John Wood
3480,David Seltzer,Corey Haim;Kerri Green;Charlie Sheen;Winona Ryder;Courtney Thorne-Smith
3481,Stephen Frears,John Cusack;Iben Hjejle;Todd Louiso;Jack Black;Lisa Bonet
3483,Bibo Bergeron,Kenneth Branagh;Kevin Kline;Rosie Perez;Armand Assante;Edward James Olmos
3484,Rob Cohen,Joshua Jackson;Paul Walker;Hill Harper;Leslie Bibb;Christopher McDonald
3489,Steven Spielberg,Dustin Hoffman;Robin Williams;Julia Roberts;Bob Hoskins;Maggie Smith
3492,George Fitzmaurice,Rudolph Valentino;Vilma Banky;George Fawcett;Montagu Love;Agnes Ayres
3494,Henry Hathaway,John Wayne;Kim Darby;Glen Campbell;Jeremy Slate;Robert Duvall
3496,John Schlesinger,Shirley MacLaine;Navin Chowdhry;Shabana Azmi;Peggy Ashcroft;Twiggy
3497,Herbert Ross,Marsha Mason;Jason Robards;Donald Sutherland;Matthew Broderick;Dody Goodman
3498,Alan Parker,Brad Davis;Irene Miracle;Bo Hopkins;Paolo Bonacelli;Paul L. Smith
3499,Rob Reiner,James Caan;Kathy Bates;Richard Farnsworth;Frances Sternhagen;Lauren Bacall
3500,Billy Crystal,Billy Crystal;David Paymer;Julie Warner;Helen Hunt;Mary Mara
3501,Martin Ritt,Sally Field;James Garner;Brian Kerwin;Corey Haim;Dennis Burkley
3502,Bruce Joel Rubin,Michael Keaton;Nicole Kidman;Bradley Whitford;Queen Latifah;Michael Constantine
3503,Andrei Tarkovsky,Natalya Bondarchuk;Donatas Banionis;Jüri Järvet;Vladislav Dvorzhetsky;Nikolay Grinko
3504,Sidney Lumet,Faye Dunaway;William Holden;Peter Finch;Robert Duvall;Ned Beatty
3505,Roger Donaldson,Kevin Costner;Gene Hackman;Sean Young;Will Patton;Howard Duff
3506,Ted Kotcheff,Nick Nolte;Mac Davis;Charles Durning;Dayle Haddon;Bo Svenson
3507,Gene Saks,Jack Lemmon;Walter Matthau;John Fiedler;Herb Edelman;David Sheiner
3508,Clint Eastwood,Clint Eastwood;Chief Dan George;Sondra Locke;Bill McKinney;John Vernon
3510,Gregory Hoblit,Dennis Quaid;Jim Caviezel;Shawn Doyle;Elizabeth Mitchell;Andre Braugher
3511,Brian Robbins,David Arquette;Scott Caan;Chris Owen;Oliver Platt;Rose McGowan
3512,Bonnie Hunt,David Duchovny;Minnie Driver;Carroll O'Connor;Robert Loggia;Jim Belushi
3513,William Friedkin,Tommy Lee Jones;Samuel L. Jackson;Guy Pearce;Ben Kingsley;Bruce Greenwood
3514,Stanley Tucci,Ian Holm;Stanley Tucci;Hope Davis;Sarah Hyland;Hallee Hirsh
3515,Peter Farrelly,Jim Carrey;Renée Zellweger;Anthony Anderson;Robert Forster;Richard Jenkins
3516,Richard Quine,James Stewart;Kim Novak;Jack Lemmon;Ernie Kovacs;Hermione Gingold
3519,Guy Hamilton,Robert Shaw;Harrison Ford;Barbara Bach;Edward Fox;Franco Nero
3521,Jim Jarmusch,Youki Kudoh;Masatoshi Nagase;Screamin' Jay Hawkins;Cinqué Lee;Nicoletta Braschi
3524,Steve Gordon,Dudley Moore;Liza Minnelli;John Gielgud;Geraldine Fitzgerald;Jill Eikenberry
3525,Neal Israel,Tom Hanks;Tawny Kitaen;Adrian Zmed;George Grizzard;Barbara Stuart
3526,Ron Howard,Steve Martin;Mary Steenburgen;Dianne Wiest;Jason Robards;Rick Moranis
3527,John McTiernan,Arnold Schwarzenegger;Carl Weathers;Kevin Peter Hall;Elpidia Carrillo;Bill Duke
3528,Barbra Streisand,Nick Nolte;Barbra Streisand;Blythe Danner;Kate Nelligan;Jeroen Krabbé
3529,Bob Rafelson,Jack Nicholson;Jessica Lange;John Colicos;Michael Lerner;John P. Ryan
3531,Jon Jost,Emmanuelle Chaulet;Stephen Lack;Katie Garner;Grace Phillips;Laurel Lee Kiefer
3534,Betty Thomas,Sandra Bullock;Viggo Mortensen;Dominic West;Elizabeth Perkins;Azura Skye
3535,Mary Harron,Christian Bale;Justin Theroux;Josh Lucas;Bill Sage;Chloë Sevigny
3536,Edward Norton,Ben Stiller;Edward Norton;Jenna Elfman;Anne Bancroft;Eli Wallach
3537,Marek Kanievska,Paul Newman;Linda Fiorentino;Dermot Mulroney;Susan Barnes;Anne Pitoniak
3538,Damien O'Donnell,Om Puri;Linda Bassett;Ian Aspinall;Jimi Mistry;Archie Panjabi
3539,Julien Temple,John Lydon;Steve Jones;Paul Cook;Glen Matlock;Sid Vicious
3543,Barry Levinson,Steve Guttenberg;Daniel Stern;Mickey Rourke;Kevin Bacon;Tim Daly
3544,Bobcat Goldthwait,Bobcat Goldthwait;Julie Brown;Bruce Baum;Steve Bean;Kathy Griffin
3545,Bob Fosse,Liza Minnelli;Michael York;Helmut Griem;Joel Grey;Fritz Wepper
3546,Robert Aldrich,Bette Davis;Joan Crawford;Victor Buono;Wesley Addy;Julie Allred
3548,Morton DaCosta,Rosalind Russell;Forrest Tucker;Coral Browne;Fred Clark;Roger Smith
3549,Joseph L. Mankiewicz,Marlon Brando;Jean Simmons;Frank Sinatra;Vivian Blaine;Robert Keith
3550,Tony Scott,Catherine Deneuve;David Bowie;Susan Sarandon;Cliff DeYoung;Beth Ehlers
3551,John Schlesinger,Dustin Hoffman;Laurence Olivier;Roy Scheider;William Devane;Marthe Keller
3552,Harold Ramis,Chevy Chase;Rodney Dangerfield;Ted Knight;Bill Murray;Michael O'Keefe
3553,Davis Guggenheim,James Marsden;Lena Headey;Norman Reedus;Kate Hudson;Eric Bogosian
3554,Gina Prince-Bythewood,Sanaa Lathan;Omar Epps;Chris Warren;Kyla Pratt;Alfre Woodard
3555,Jonathan Mostow,Matthew McConaughey;Bill Paxton;Harvey Keitel;Jon Bon Jovi;David Keith
3556,Sofia Coppola,Kirsten Dunst;Josh Hartnett;James Woods;Kathleen Turner;Michael Paré
3557,Bruce Robinson,Andy García;Lance Henriksen;Uma Thurman;Graham Beckel;Kathy Baker
3559,Charlie Chaplin,Charlie Chaplin;Claire Bloom;Nigel Bruce;Buster Keaton;Sydney Chaplin
3563,Bharat Nalluri,Eric Mabius;Kirsten Dunst;Jodi Lyn O'Keefe;William Atherton;Grant Shaud
3564,Brian Levant,Mark Addy;Stephen Baldwin;Kristen Johnston;Jane Krakowski;Joan Collins
3565,Matt Williams,Natalie Portman;Ashley Judd;Stockard Channing;Joan Cusack;Sally Field
3566,John Swanbeck,Kevin Spacey;Danny DeVito;Peter Facinelli;Paul Dawson;Christopher Donahue
3567,Bruno Barreto,Amy Irving;Antônio Fagundes;Alexandre Borges;Débora Bloch;Drica Moraes
3569,Lars von Trier,Bodil Jørgensen;Jens Albinus;Anne Louise Hassing;Troels Lyby;Nikolaj Lie Kaas
3571,Mike Figgis,Xander Berkeley;Golden Brooks;Saffron Burrows;Viveka Davis;Richard Edson
3572,Adam Simon,Diane Ladd;Raphael Sbarge;Jennifer Runyon;Harrison Page;Ned Bellamy
3573,Louis Morneau,John Savage;Cliff DeYoung;Don Stroud;Arabella Holzbog;Rick Dean
3574,Jonathan Winfrey,Scott Valentine;Janet Gunn;Rick Dean;Anthony Peck;Rodger Halston
3576,Prayoon Wongchuen,Sinjai Plengpanich;Leelavadee Vajropala;Arun Pawilai;Marut Sarowat;Anucha Ungwattana
3577,Zalman King,Sherilyn Fenn;Richard Tyson;Louise Fletcher;Burl Ives;Kristy McNichol
3578,Rowdy Herrington,James Marshall;T.E. Russell;Cuba Gooding Jr.;Robert Loggia;Brian Dennehy
3580,Philip Haas,Kristin Scott Thomas;Sean Penn;Anne Bancroft;James Fox;Derek Jacobi
3581,Justin Kerrigan,John Simm;Shaun Parkes;Nicola Reynolds;Lorraine Pilkington;Danny Dyer
3584,Jim McBride,Richard Gere;Valérie Kaprisky;Art Metrano;John P. Ryan;William Tepper
3586,Taylor Hackford,Ray Sharkey;Peter Gallagher;Joe Pantoliano;Paul Land;JoJo D'Amore
3587,Dario Argento,Leigh McCloskey;Irene Miracle;Eleonora Giorgi;Daria Nicolodi;Sacha Pitoëff
